pace,shooting,passing,dribbling,defending,physic,player_positions,Role
76.0,60.0,61.0,67.0,32.0,61.0,RM,Midfielder
68.0,52.0,63.0,67.0,65.0,52.0,"RM, LM, LB",Defender
73.0,51.0,61.0,64.0,57.0,62.0,"LB, LM",Defender
76.0,64.0,47.0,61.0,24.0,66.0,ST,Forward
65.0,47.0,55.0,60.0,61.0,76.0,CDM,Midfielder
74.0,56.0,63.0,67.0,58.0,65.0,CAM,Midfielder
70.0,66.0,49.0,63.0,16.0,50.0,"ST, LW",Forward
68.0,48.0,60.0,59.0,58.0,70.0,CDM,Midfielder
62.0,53.0,62.0,62.0,60.0,71.0,CM,Midfielder
69.0,48.0,63.0,70.0,56.0,61.0,CM,Midfielder
,,,,,,GK,Goalkeeper
72.0,63.0,64.0,67.0,57.0,60.0,"RB, RW",Defender
,,,,,,GK,Goalkeeper
70.0,54.0,64.0,69.0,49.0,60.0,CM,Midfielder
,,,,,,GK,Goalkeeper
75.0,45.0,52.0,62.0,62.0,61.0,LB,Defender
79.0,26.0,50.0,58.0,58.0,62.0,"RB, LB",Defender
86.0,60.0,55.0,67.0,24.0,48.0,"LM, CAM",Midfielder
66.0,46.0,60.0,61.0,60.0,56.0,CDM,Midfielder
73.0,50.0,56.0,65.0,60.0,64.0,"LB, LM",Defender
73.0,57.0,61.0,71.0,34.0,42.0,"CAM, RW",Midfielder
83.0,60.0,57.0,66.0,40.0,64.0,"LW, RW",Forward
68.0,35.0,51.0,59.0,59.0,57.0,"RB, RM",Defender
68.0,25.0,46.0,57.0,61.0,66.0,RB,Defender
78.0,42.0,52.0,59.0,58.0,63.0,"LWB, LB",Defender
71.0,55.0,60.0,63.0,35.0,58.0,"RM, CM, LM",Midfielder
74.0,42.0,59.0,60.0,59.0,58.0,"LB, LM",Defender
62.0,64.0,44.0,59.0,27.0,58.0,ST,Forward
63.0,66.0,41.0,59.0,28.0,71.0,ST,Forward
62.0,51.0,57.0,57.0,62.0,64.0,CDM,Midfielder
63.0,49.0,57.0,48.0,65.0,67.0,"CB, CDM",Defender
58.0,34.0,51.0,52.0,64.0,66.0,"CDM, CB",Defender
,,,,,,GK,Goalkeeper
68.0,50.0,59.0,66.0,27.0,41.0,"LM, LW",Midfielder
69.0,61.0,60.0,64.0,33.0,49.0,"RM, LM",Midfielder
58.0,52.0,56.0,63.0,63.0,65.0,"CDM, CM",Midfielder
61.0,22.0,44.0,44.0,63.0,64.0,"CB, RB",Defender
77.0,57.0,62.0,66.0,56.0,67.0,CM,Midfielder
72.0,54.0,62.0,62.0,59.0,55.0,"LB, RB, CB",Defender
68.0,60.0,61.0,59.0,61.0,62.0,"CDM, CM",Midfielder
73.0,25.0,52.0,56.0,60.0,58.0,RB,Defender
65.0,60.0,62.0,62.0,58.0,50.0,"CM, CDM",Midfielder
71.0,47.0,52.0,61.0,62.0,70.0,"CB, RB",Defender
70.0,40.0,52.0,52.0,63.0,74.0,CB,Defender
62.0,31.0,41.0,42.0,67.0,67.0,CB,Defender
80.0,28.0,51.0,66.0,58.0,65.0,LB,Defender
60.0,27.0,46.0,42.0,63.0,66.0,"CB, CDM",Defender
62.0,43.0,61.0,54.0,62.0,60.0,"CDM, CM",Midfielder
75.0,62.0,61.0,65.0,48.0,66.0,"CF, LM",Midfielder
69.0,48.0,54.0,56.0,62.0,75.0,CDM,Midfielder
70.0,63.0,43.0,67.0,24.0,55.0,ST,Forward
58.0,35.0,49.0,48.0,63.0,75.0,CB,Defender
72.0,58.0,58.0,68.0,55.0,46.0,"LM, RM, CM",Midfielder
66.0,64.0,55.0,69.0,35.0,39.0,RW,Forward
67.0,57.0,57.0,62.0,62.0,62.0,"CDM, CAM",Midfielder
61.0,36.0,53.0,51.0,64.0,71.0,"CB, RB",Defender
72.0,64.0,56.0,65.0,21.0,70.0,"ST, CF, RW",Forward
77.0,53.0,56.0,69.0,31.0,42.0,RM,Midfielder
65.0,27.0,44.0,51.0,64.0,66.0,CB,Defender
67.0,65.0,52.0,63.0,26.0,56.0,ST,Forward
59.0,62.0,66.0,62.0,42.0,61.0,"CAM, CM",Midfielder
71.0,64.0,61.0,66.0,59.0,59.0,"LW, LM, LB",Defender
69.0,57.0,63.0,63.0,55.0,57.0,CM,Midfielder
76.0,45.0,59.0,64.0,61.0,58.0,"CDM, CM",Midfielder
62.0,30.0,41.0,40.0,65.0,64.0,CB,Defender
72.0,67.0,61.0,66.0,29.0,48.0,RW,Forward
68.0,65.0,43.0,62.0,22.0,63.0,ST,Forward
56.0,40.0,60.0,59.0,62.0,67.0,"CDM, CM",Midfielder
73.0,60.0,65.0,63.0,45.0,53.0,"LW, LM, RM",Midfielder
80.0,66.0,55.0,64.0,20.0,55.0,"CF, ST",Forward
67.0,56.0,56.0,63.0,52.0,50.0,CM,Midfielder
73.0,42.0,51.0,53.0,62.0,67.0,"CB, CDM",Defender
80.0,64.0,51.0,68.0,28.0,57.0,"RW, ST",Forward
77.0,61.0,62.0,64.0,37.0,48.0,"RW, LW",Forward
69.0,65.0,48.0,63.0,34.0,52.0,ST,Forward
55.0,25.0,37.0,39.0,63.0,76.0,CB,Defender
75.0,44.0,58.0,61.0,58.0,65.0,"RB, RWB",Defender
71.0,33.0,53.0,58.0,61.0,57.0,"LB, LM",Defender
60.0,34.0,58.0,59.0,58.0,59.0,"CDM, CM",Midfielder
60.0,58.0,61.0,60.0,56.0,72.0,"CM, CDM, CAM",Midfielder
58.0,25.0,41.0,39.0,64.0,72.0,CB,Defender
74.0,56.0,63.0,67.0,57.0,59.0,"CM, CAM",Midfielder
67.0,54.0,56.0,66.0,25.0,53.0,LM,Midfielder
72.0,56.0,60.0,68.0,53.0,54.0,CM,Midfielder
74.0,60.0,57.0,65.0,25.0,48.0,RW,Forward
65.0,61.0,45.0,59.0,44.0,73.0,ST,Forward
67.0,31.0,56.0,58.0,63.0,69.0,"CB, RB",Defender
68.0,58.0,62.0,67.0,21.0,53.0,"RW, RM, LM",Midfielder
75.0,38.0,53.0,61.0,60.0,70.0,LB,Defender
50.0,44.0,49.0,49.0,63.0,75.0,"CB, RB",Defender
66.0,58.0,65.0,64.0,45.0,58.0,CAM,Midfielder
63.0,52.0,66.0,65.0,59.0,57.0,CM,Midfielder
74.0,64.0,62.0,65.0,35.0,57.0,"LM, RM",Midfielder
65.0,45.0,61.0,60.0,61.0,56.0,CDM,Midfielder
42.0,33.0,33.0,36.0,66.0,69.0,CB,Defender
71.0,61.0,64.0,62.0,54.0,68.0,"CAM, CM, RW",Midfielder
56.0,41.0,59.0,56.0,62.0,66.0,"CDM, CM",Midfielder
69.0,65.0,63.0,65.0,62.0,58.0,"CDM, CM, RM",Midfielder
63.0,60.0,68.0,65.0,48.0,66.0,"CM, CAM",Midfielder
67.0,26.0,45.0,59.0,57.0,50.0,LB,Defender
63.0,44.0,56.0,65.0,61.0,59.0,"RB, LB",Defender
,,,,,,GK,Goalkeeper
69.0,66.0,61.0,64.0,46.0,67.0,"CAM, LM, ST",Midfielder
77.0,67.0,50.0,61.0,19.0,51.0,ST,Forward
75.0,42.0,59.0,58.0,57.0,62.0,"RWB, CB, RB",Defender
72.0,35.0,49.0,54.0,60.0,68.0,"RB, LB",Defender
75.0,59.0,59.0,64.0,32.0,57.0,LM,Midfielder
78.0,60.0,57.0,64.0,38.0,68.0,"LM, RM",Midfielder
62.0,31.0,50.0,43.0,62.0,76.0,CB,Defender
68.0,62.0,65.0,67.0,37.0,63.0,CAM,Midfielder
73.0,54.0,63.0,71.0,51.0,54.0,"CM, CAM",Midfielder
74.0,53.0,55.0,62.0,60.0,72.0,"CDM, CM, CB",Defender
66.0,62.0,62.0,64.0,61.0,70.0,CM,Midfielder
65.0,39.0,57.0,60.0,58.0,75.0,"CDM, CB, CM",Defender
72.0,30.0,50.0,54.0,63.0,72.0,CB,Defender
57.0,33.0,45.0,44.0,62.0,75.0,CB,Defender
65.0,59.0,62.0,62.0,55.0,64.0,"LM, CM",Midfielder
72.0,43.0,54.0,54.0,57.0,62.0,"RB, RM",Defender
66.0,41.0,57.0,61.0,63.0,63.0,CDM,Midfielder
74.0,64.0,58.0,63.0,29.0,56.0,LM,Midfielder
75.0,62.0,59.0,68.0,35.0,53.0,LW,Forward
76.0,40.0,55.0,64.0,58.0,60.0,"RB, RM",Defender
73.0,51.0,51.0,62.0,60.0,63.0,RB,Defender
77.0,51.0,55.0,70.0,33.0,57.0,"LM, RM",Midfielder
67.0,27.0,50.0,58.0,63.0,69.0,CB,Defender
66.0,22.0,38.0,36.0,65.0,68.0,CB,Defender
71.0,68.0,64.0,61.0,26.0,61.0,"LW, RW",Forward
67.0,48.0,52.0,59.0,61.0,60.0,RB,Defender
72.0,40.0,63.0,68.0,60.0,59.0,"CDM, CM",Midfielder
62.0,29.0,36.0,36.0,66.0,67.0,CB,Defender
58.0,35.0,48.0,47.0,65.0,62.0,CB,Defender
66.0,56.0,62.0,66.0,60.0,64.0,CDM,Midfielder
63.0,35.0,47.0,52.0,65.0,69.0,"LB, CB",Defender
71.0,56.0,60.0,64.0,59.0,63.0,CDM,Midfielder
65.0,39.0,57.0,59.0,61.0,63.0,CDM,Midfielder
69.0,59.0,63.0,67.0,52.0,55.0,CM,Midfielder
68.0,34.0,48.0,59.0,63.0,58.0,"RB, CDM, RM",Defender
67.0,34.0,36.0,43.0,67.0,64.0,CB,Defender
56.0,32.0,48.0,49.0,64.0,72.0,CB,Defender
75.0,38.0,55.0,60.0,60.0,62.0,RB,Defender
59.0,71.0,48.0,61.0,25.0,55.0,ST,Forward
71.0,62.0,66.0,67.0,49.0,52.0,"CAM, RM, LM",Midfielder
65.0,59.0,62.0,65.0,32.0,50.0,RM,Midfielder
79.0,64.0,58.0,62.0,22.0,66.0,ST,Forward
62.0,58.0,59.0,62.0,60.0,63.0,"CM, CDM",Midfielder
65.0,48.0,64.0,66.0,56.0,64.0,CM,Midfielder
82.0,58.0,56.0,67.0,35.0,46.0,LM,Midfielder
70.0,45.0,60.0,60.0,64.0,65.0,"CDM, CB",Defender
62.0,67.0,52.0,53.0,29.0,68.0,ST,Forward
57.0,42.0,51.0,44.0,64.0,65.0,"CB, RB",Defender
63.0,37.0,56.0,58.0,63.0,67.0,CDM,Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
31.0,67.0,74.0,62.0,36.0,48.0,"CAM, CF, RW",Midfielder
53.0,62.0,65.0,66.0,41.0,41.0,"RM, CAM, LM",Midfielder
71.0,59.0,64.0,64.0,53.0,65.0,"CAM, CM",Midfielder
49.0,64.0,54.0,56.0,29.0,71.0,ST,Forward
32.0,64.0,69.0,62.0,63.0,58.0,"CDM, CM, CB",Defender
56.0,31.0,53.0,42.0,69.0,60.0,CDM,Midfielder
33.0,32.0,48.0,47.0,61.0,78.0,CB,Defender
35.0,29.0,50.0,54.0,62.0,74.0,CB,Defender
56.0,53.0,60.0,61.0,62.0,69.0,LB,Defender
59.0,57.0,63.0,63.0,61.0,67.0,CM,Midfielder
51.0,59.0,65.0,62.0,55.0,63.0,CM,Midfielder
53.0,38.0,50.0,52.0,63.0,74.0,CB,Defender
76.0,61.0,57.0,66.0,30.0,65.0,"ST, LW",Forward
,,,,,,GK,Goalkeeper
61.0,58.0,61.0,63.0,55.0,71.0,"RWB, CM",Defender
49.0,65.0,41.0,58.0,22.0,66.0,ST,Forward
39.0,51.0,52.0,56.0,61.0,83.0,"CB, CDM, LB",Defender
50.0,53.0,58.0,56.0,60.0,70.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
63.0,32.0,56.0,59.0,62.0,66.0,"LB, CB",Defender
75.0,63.0,54.0,64.0,38.0,60.0,ST,Forward
58.0,46.0,55.0,56.0,62.0,66.0,RB,Defender
70.0,45.0,60.0,64.0,57.0,59.0,RB,Defender
54.0,59.0,64.0,62.0,60.0,68.0,CM,Midfielder
,,,,,,GK,Goalkeeper
50.0,48.0,56.0,57.0,63.0,71.0,"CB, RB",Defender
72.0,59.0,48.0,58.0,36.0,83.0,ST,Forward
57.0,62.0,65.0,63.0,59.0,67.0,"CDM, CM",Midfielder
51.0,57.0,64.0,64.0,59.0,61.0,CM,Midfielder
48.0,37.0,50.0,52.0,62.0,75.0,CB,Defender
,,,,,,GK,Goalkeeper
66.0,59.0,60.0,62.0,57.0,71.0,"LM, LB",Defender
68.0,46.0,54.0,59.0,60.0,75.0,"CDM, CM",Midfielder
51.0,20.0,32.0,41.0,64.0,71.0,CB,Defender
71.0,62.0,45.0,61.0,32.0,69.0,"ST, RM, LM",Midfielder
,,,,,,GK,Goalkeeper
71.0,57.0,63.0,66.0,50.0,76.0,"CM, CDM",Midfielder
62.0,44.0,61.0,61.0,60.0,72.0,CM,Midfielder
72.0,60.0,56.0,58.0,25.0,72.0,ST,Forward
82.0,60.0,63.0,66.0,55.0,67.0,CM,Midfielder
73.0,44.0,61.0,66.0,57.0,62.0,LB,Defender
69.0,60.0,63.0,65.0,41.0,52.0,"CAM, CM",Midfielder
62.0,42.0,54.0,59.0,61.0,74.0,"RB, CB",Defender
80.0,60.0,50.0,62.0,33.0,77.0,"ST, LW",Forward
64.0,56.0,61.0,60.0,61.0,85.0,CM,Midfielder
68.0,53.0,59.0,65.0,58.0,54.0,CM,Midfielder
34.0,39.0,49.0,39.0,62.0,78.0,CB,Defender
,,,,,,GK,Goalkeeper
51.0,40.0,57.0,56.0,64.0,61.0,"CB, RB, CDM",Defender
56.0,57.0,66.0,63.0,59.0,70.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
53.0,55.0,66.0,62.0,56.0,74.0,"CM, CDM",Midfielder
72.0,62.0,51.0,60.0,32.0,68.0,ST,Forward
76.0,59.0,59.0,65.0,32.0,57.0,"RM, CAM",Midfielder
53.0,37.0,49.0,45.0,63.0,72.0,CB,Defender
51.0,55.0,62.0,60.0,62.0,71.0,"CM, CDM",Midfielder
75.0,45.0,56.0,60.0,59.0,64.0,LB,Defender
68.0,32.0,55.0,53.0,61.0,62.0,"RB, CB",Defender
36.0,32.0,55.0,38.0,61.0,79.0,CB,Defender
71.0,47.0,59.0,63.0,59.0,75.0,"CDM, CM, RB",Defender
34.0,26.0,39.0,38.0,61.0,84.0,CB,Defender
75.0,56.0,61.0,59.0,58.0,68.0,"LB, LM",Defender
62.0,60.0,60.0,64.0,61.0,79.0,CM,Midfielder
,,,,,,GK,Goalkeeper
77.0,58.0,58.0,65.0,57.0,62.0,LB,Defender
53.0,33.0,50.0,52.0,62.0,76.0,CB,Defender
81.0,58.0,56.0,64.0,38.0,66.0,"RW, RM",Midfielder
49.0,63.0,52.0,60.0,32.0,73.0,ST,Forward
64.0,23.0,50.0,52.0,61.0,73.0,"LB, LM, CB",Defender
35.0,37.0,48.0,45.0,60.0,77.0,CB,Defender
70.0,61.0,61.0,65.0,49.0,70.0,"CAM, CDM",Midfielder
76.0,65.0,61.0,64.0,40.0,62.0,"ST, RM, LM",Midfielder
50.0,39.0,38.0,43.0,64.0,71.0,CB,Defender
63.0,54.0,58.0,61.0,60.0,72.0,"CM, CDM",Midfielder
64.0,57.0,60.0,64.0,60.0,70.0,"CDM, CM",Midfielder
58.0,30.0,42.0,54.0,62.0,70.0,CB,Defender
49.0,37.0,49.0,49.0,62.0,77.0,CB,Defender
51.0,59.0,65.0,66.0,53.0,66.0,"RW, LW",Forward
67.0,48.0,58.0,57.0,58.0,67.0,"CDM, CM, CAM",Midfielder
71.0,57.0,62.0,67.0,56.0,61.0,CM,Midfielder
53.0,37.0,54.0,56.0,62.0,71.0,"CB, CDM",Defender
78.0,58.0,59.0,65.0,44.0,62.0,"LM, RM",Midfielder
,,,,,,GK,Goalkeeper
71.0,61.0,60.0,63.0,44.0,69.0,"ST, CF",Forward
56.0,65.0,56.0,60.0,37.0,59.0,ST,Forward
68.0,61.0,66.0,65.0,45.0,64.0,"CM, CAM, LM",Midfielder
34.0,34.0,46.0,40.0,62.0,70.0,CB,Defender
40.0,26.0,39.0,45.0,60.0,81.0,CB,Defender
65.0,59.0,62.0,64.0,58.0,69.0,"CAM, CM",Midfielder
62.0,53.0,55.0,57.0,62.0,76.0,CB,Defender
68.0,62.0,64.0,65.0,56.0,66.0,"CM, CAM",Midfielder
78.0,61.0,59.0,63.0,39.0,69.0,"LM, RM",Midfielder
70.0,60.0,61.0,67.0,56.0,48.0,"RW, CM",Midfielder
39.0,37.0,49.0,41.0,61.0,74.0,CB,Defender
55.0,31.0,54.0,53.0,62.0,75.0,"CB, RB",Defender
77.0,31.0,50.0,55.0,58.0,72.0,"LB, CB",Defender
71.0,59.0,60.0,64.0,57.0,62.0,LB,Defender
82.0,49.0,52.0,58.0,56.0,73.0,"RB, LB",Defender
68.0,59.0,61.0,66.0,36.0,59.0,"CM, CF",Midfielder
67.0,60.0,63.0,63.0,59.0,70.0,"CM, RW, CAM",Midfielder
68.0,57.0,60.0,63.0,57.0,66.0,"RWB, RM",Defender
62.0,42.0,57.0,54.0,63.0,69.0,CB,Defender
81.0,47.0,56.0,61.0,58.0,58.0,LB,Defender
68.0,62.0,58.0,65.0,27.0,67.0,ST,Forward
73.0,53.0,57.0,62.0,58.0,66.0,"RB, RWB, LB",Defender
35.0,54.0,54.0,55.0,61.0,74.0,"CDM, CM",Midfielder
73.0,52.0,57.0,63.0,57.0,68.0,"RM, RB, LB",Defender
,,,,,,GK,Goalkeeper
85.0,61.0,56.0,65.0,40.0,60.0,"ST, RM",Midfielder
72.0,39.0,55.0,61.0,59.0,65.0,"LB, LWB",Defender
79.0,62.0,53.0,65.0,44.0,67.0,ST,Forward
77.0,45.0,58.0,46.0,58.0,72.0,LB,Defender
78.0,62.0,56.0,64.0,25.0,62.0,ST,Forward
65.0,60.0,58.0,67.0,29.0,66.0,"ST, LW",Forward
68.0,40.0,51.0,56.0,61.0,72.0,"CB, LB",Defender
59.0,55.0,61.0,63.0,62.0,69.0,"CB, CM",Defender
,,,,,,GK,Goalkeeper
80.0,50.0,55.0,60.0,57.0,64.0,"RWB, LWB",Defender
63.0,40.0,51.0,55.0,62.0,71.0,CB,Defender
,,,,,,GK,Goalkeeper
74.0,60.0,63.0,65.0,56.0,59.0,"RB, CM",Defender
81.0,62.0,48.0,62.0,33.0,61.0,ST,Forward
82.0,59.0,58.0,66.0,46.0,52.0,"RM, LM",Midfielder
67.0,37.0,54.0,53.0,61.0,70.0,"CB, RB, CDM",Defender
69.0,53.0,61.0,61.0,59.0,61.0,"CM, CDM, CAM",Midfielder
78.0,38.0,47.0,56.0,61.0,67.0,CB,Defender
73.0,61.0,52.0,62.0,25.0,62.0,ST,Forward
34.0,26.0,46.0,50.0,63.0,73.0,CB,Defender
78.0,45.0,53.0,61.0,59.0,65.0,"RWB, RB",Defender
71.0,37.0,52.0,50.0,62.0,76.0,"CDM, CB",Defender
80.0,62.0,61.0,66.0,47.0,66.0,"ST, RW",Forward
71.0,64.0,61.0,68.0,42.0,55.0,"CAM, CM, LM",Midfielder
69.0,59.0,62.0,63.0,53.0,67.0,"LM, CM",Midfielder
67.0,64.0,52.0,59.0,30.0,74.0,ST,Forward
69.0,61.0,62.0,61.0,50.0,63.0,"RM, CM, ST",Midfielder
68.0,41.0,53.0,59.0,61.0,74.0,CB,Defender
53.0,37.0,60.0,56.0,60.0,71.0,"CB, CDM, CM",Defender
61.0,61.0,59.0,60.0,43.0,65.0,ST,Forward
69.0,63.0,47.0,58.0,31.0,76.0,ST,Forward
71.0,51.0,59.0,59.0,58.0,66.0,RB,Defender
70.0,60.0,65.0,69.0,42.0,52.0,"CM, CAM, RM",Midfielder
60.0,65.0,68.0,63.0,49.0,61.0,"CM, CDM",Midfielder
45.0,37.0,55.0,51.0,64.0,67.0,"CDM, CB",Defender
75.0,58.0,59.0,62.0,57.0,67.0,"LWB, LB",Defender
71.0,62.0,56.0,66.0,47.0,68.0,"RM, CM, CAM",Midfielder
,,,,,,GK,Goalkeeper
65.0,55.0,59.0,61.0,61.0,62.0,"CM, RWB",Defender
62.0,57.0,63.0,64.0,54.0,66.0,CM,Midfielder
33.0,49.0,55.0,50.0,61.0,80.0,"CDM, CB",Defender
67.0,28.0,44.0,50.0,62.0,71.0,"CB, RB",Defender
64.0,55.0,63.0,63.0,58.0,58.0,"LWB, LM, LB",Defender
60.0,41.0,55.0,61.0,61.0,73.0,"CDM, CB, CM",Defender
74.0,59.0,64.0,67.0,51.0,68.0,"CAM, CM",Midfielder
63.0,53.0,64.0,63.0,61.0,69.0,CM,Midfielder
68.0,55.0,58.0,60.0,59.0,70.0,RB,Defender
68.0,38.0,55.0,57.0,59.0,64.0,"LB, LM, LWB",Defender
78.0,50.0,57.0,62.0,58.0,66.0,"RB, RWB",Defender
,,,,,,GK,Goalkeeper
68.0,33.0,49.0,58.0,60.0,58.0,LB,Defender
72.0,53.0,58.0,65.0,46.0,56.0,"RM, CM",Midfielder
57.0,46.0,55.0,61.0,59.0,72.0,"CDM, CM",Midfielder
66.0,57.0,64.0,64.0,42.0,58.0,"CAM, LM",Midfielder
44.0,32.0,40.0,47.0,66.0,61.0,CB,Defender
,,,,,,GK,Goalkeeper
57.0,48.0,57.0,60.0,63.0,62.0,"CDM, CB",Defender
62.0,62.0,58.0,62.0,52.0,67.0,"ST, CAM",Midfielder
54.0,33.0,48.0,44.0,64.0,73.0,CB,Defender
62.0,57.0,65.0,67.0,57.0,63.0,"CDM, CM",Midfielder
75.0,59.0,57.0,65.0,36.0,59.0,"LW, ST, RW",Forward
57.0,25.0,46.0,47.0,64.0,67.0,CB,Defender
54.0,27.0,46.0,39.0,62.0,75.0,"CB, LB",Defender
72.0,57.0,59.0,63.0,25.0,60.0,"RM, RW, LM",Midfielder
86.0,58.0,55.0,65.0,31.0,63.0,"RM, LM",Midfielder
,,,,,,GK,Goalkeeper
83.0,59.0,58.0,63.0,22.0,48.0,"ST, LW, RW",Forward
72.0,36.0,52.0,59.0,59.0,72.0,"RB, CB",Defender
65.0,26.0,49.0,52.0,62.0,74.0,"CB, RB",Defender
,,,,,,GK,Goalkeeper
69.0,51.0,58.0,63.0,60.0,68.0,"CDM, CM",Midfielder
69.0,50.0,61.0,64.0,61.0,75.0,CM,Midfielder
71.0,24.0,48.0,61.0,60.0,68.0,"CB, RB",Defender
59.0,45.0,54.0,56.0,60.0,79.0,"CDM, CM",Midfielder
72.0,66.0,58.0,65.0,37.0,63.0,"RW, ST, CAM",Midfielder
64.0,47.0,58.0,55.0,58.0,76.0,"LB, LWB",Defender
71.0,50.0,57.0,59.0,58.0,71.0,"RWB, RB",Defender
,,,,,,GK,Goalkeeper
50.0,64.0,55.0,57.0,25.0,67.0,ST,Forward
80.0,61.0,61.0,66.0,45.0,65.0,"ST, CAM",Midfielder
,,,,,,GK,Goalkeeper
76.0,56.0,56.0,62.0,59.0,73.0,RB,Defender
79.0,33.0,51.0,67.0,56.0,64.0,LB,Defender
73.0,37.0,55.0,61.0,58.0,64.0,"RWB, RB",Defender
69.0,43.0,54.0,58.0,59.0,70.0,RB,Defender
76.0,57.0,57.0,61.0,56.0,73.0,"RWB, LW, RW",Defender
66.0,31.0,50.0,54.0,63.0,67.0,"CB, LB",Defender
69.0,61.0,60.0,61.0,37.0,51.0,"LM, ST",Midfielder
57.0,23.0,49.0,51.0,64.0,70.0,"CB, RB",Defender
67.0,54.0,62.0,63.0,60.0,72.0,"CM, CDM",Midfielder
74.0,58.0,64.0,64.0,41.0,55.0,"CAM, CM",Midfielder
,,,,,,GK,Goalkeeper
82.0,56.0,57.0,63.0,43.0,54.0,"LM, RM, RWB",Defender
76.0,33.0,55.0,64.0,56.0,62.0,"LB, RB",Defender
69.0,55.0,57.0,59.0,59.0,66.0,"RB, LB",Defender
65.0,63.0,63.0,62.0,35.0,66.0,"LW, CAM",Midfielder
52.0,42.0,49.0,46.0,62.0,73.0,CB,Defender
61.0,48.0,61.0,64.0,64.0,54.0,LB,Defender
,,,,,,GK,Goalkeeper
67.0,49.0,60.0,60.0,59.0,65.0,"RB, RWB",Defender
81.0,61.0,54.0,63.0,29.0,53.0,"LW, LM",Midfielder
72.0,47.0,64.0,68.0,31.0,55.0,"CAM, LM, CM",Midfielder
,,,,,,GK,Goalkeeper
35.0,47.0,56.0,61.0,60.0,70.0,"CDM, CM",Midfielder
75.0,54.0,61.0,61.0,53.0,59.0,"LM, CDM, CM",Midfielder
51.0,50.0,66.0,66.0,44.0,56.0,"CM, CAM, CDM",Midfielder
77.0,63.0,48.0,63.0,27.0,64.0,"ST, RW",Forward
70.0,65.0,55.0,65.0,31.0,68.0,"LW, RW, ST",Forward
66.0,47.0,57.0,59.0,60.0,71.0,"RB, CM, CDM",Defender
51.0,32.0,38.0,39.0,62.0,76.0,CB,Defender
,,,,,,GK,Goalkeeper
55.0,31.0,37.0,39.0,63.0,71.0,CB,Defender
68.0,39.0,54.0,62.0,61.0,73.0,"CB, RWB",Defender
57.0,38.0,49.0,56.0,63.0,66.0,"CB, RB",Defender
64.0,41.0,58.0,61.0,62.0,70.0,"CDM, RB",Defender
,,,,,,GK,Goalkeeper
87.0,63.0,58.0,67.0,58.0,73.0,"CAM, LM",Midfielder
62.0,45.0,55.0,62.0,60.0,65.0,"CDM, CM",Midfielder
67.0,46.0,53.0,57.0,60.0,76.0,LWB,Defender
66.0,54.0,56.0,59.0,61.0,74.0,"CDM, CM",Midfielder
76.0,57.0,67.0,67.0,48.0,56.0,"CM, RM, CAM",Midfielder
62.0,62.0,45.0,57.0,25.0,78.0,ST,Forward
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
68.0,54.0,59.0,67.0,35.0,39.0,"RM, LM",Midfielder
62.0,64.0,49.0,58.0,29.0,66.0,ST,Forward
88.0,61.0,54.0,60.0,33.0,64.0,"ST, LM",Midfielder
47.0,34.0,48.0,48.0,62.0,71.0,CB,Defender
,,,,,,GK,Goalkeeper
67.0,57.0,64.0,64.0,56.0,73.0,CM,Midfielder
83.0,57.0,55.0,64.0,21.0,51.0,"RM, ST, LM",Midfielder
69.0,61.0,53.0,60.0,36.0,74.0,ST,Forward
71.0,61.0,60.0,61.0,30.0,61.0,"RW, ST, LM",Midfielder
74.0,38.0,53.0,57.0,56.0,76.0,"RB, CB, CM",Defender
56.0,58.0,60.0,60.0,65.0,77.0,"CM, RM",Midfielder
65.0,61.0,62.0,64.0,52.0,64.0,"LM, CM",Midfielder
57.0,56.0,62.0,61.0,61.0,71.0,"CM, CDM",Midfielder
71.0,38.0,52.0,59.0,59.0,72.0,RB,Defender
71.0,48.0,60.0,66.0,60.0,61.0,"CM, CDM",Midfielder
67.0,59.0,62.0,63.0,63.0,65.0,"CM, CDM",Midfielder
67.0,58.0,61.0,65.0,44.0,66.0,"LM, CM",Midfielder
72.0,38.0,51.0,63.0,58.0,66.0,"RWB, RM",Defender
,,,,,,GK,Goalkeeper
71.0,56.0,60.0,68.0,58.0,67.0,"CM, RM",Midfielder
70.0,35.0,53.0,58.0,63.0,72.0,"CB, RB",Defender
36.0,26.0,45.0,41.0,63.0,73.0,CB,Defender
66.0,26.0,49.0,45.0,61.0,73.0,"CB, LB",Defender
72.0,55.0,58.0,60.0,59.0,69.0,"RB, LB",Defender
,,,,,,GK,Goalkeeper
71.0,61.0,49.0,61.0,44.0,68.0,ST,Forward
58.0,27.0,41.0,46.0,62.0,75.0,CB,Defender
,,,,,,GK,Goalkeeper
66.0,44.0,54.0,57.0,59.0,71.0,"LB, CB",Defender
59.0,27.0,46.0,56.0,64.0,65.0,CB,Defender
73.0,59.0,58.0,65.0,29.0,57.0,"CAM, LM",Midfielder
73.0,41.0,55.0,63.0,57.0,63.0,LWB,Defender
